"unigram","bigram","trigram","freq"
"up","in","a",19
"want","to","hear",19
"way","to","dc",19
"we","just","moved",19
"we","need","to",19
"well","and","i",19
"what","you","make",19
"when","they","rebook",19
"who","choose","the",19
"why","are","two",19
"winner","of","the",19
"with","a","fulltime",19
"with","cruise","lines",19
"with","my","new",19
"year","those","who",19
"years","ago","i",19
"yesterday","longest","ive",19
"you","dont","have",19
"you","how","can",19
"you","like","it",19
"you","think","that",19
"your","clients","when",19
"your","such","a",19
"a","horrible","day",18
"a","man","of",18
"a","small","amount",18
"a","total","of",18
"a","year","and",18
"about","the","situation",18
"above","ours","cant",18
"according","to","a",18
"alfred","described","to",18
"all","in","all",18
"all","is","well",18
"all","significant","impacts",18
"all","this","stuff",18
"already","tell","its",18
"am","only","planing",18
"an","arrow","and",18
"and","anime","win",18
"and","chatting","with",18
"and","i","are",18
"and","i","must",18
"and","support","our",18
"and","we","are",18
"and","we","love",18
"any","tshirts","printed",18
"apartment","above","ours",18
"apple","store","cvs",18
"are","the","most",18
"around","bored","start",18
"around","so","far",18
"as","honesty","william",18
"as","opposed","to",18
"at","the","kustom",18
"attendees","let","us",18
"back","in","the",18
"bags","of","water",18
"band","business","or",18
"be","a","horrible",18
"be","a","mistake",18
"be","mitigated","at",18
"be","sitting","around",18
"beads","of","courage",18
"before","i","score",18
"beppo","the","apple",18
"best","friend","and",18
"bitches","proceeds","to",18
"blame","them","for",18
"book","club","you",18
"bored","start","making",18
"bring","you","some",18
"bucca","di","beppo",18
"business","or","cause",18
"but","do","you",18
"but","dont","call",18
"but","i","did",18
"but","i","will",18
"but","now","im",18
"but","you","cant",18
"by","marvel","studios",18
"call","me","a",18
"can","already","tell",18
"cant","blame","them",18
"catherine","ashton","compares",18
"cause","freely","hit",18
"certainly","get","chars",18
"chars","or","less",18
"chatting","with","the",18
"club","you","said",18
"coaches","couldnt","tell",18
"concertcontest","season","starting",18
"connect","today","or",18
"couldnt","tell","him",18
"cvs","walmart","and",18
"date","night","with",18
"day","come","out",18
"described","to","me",18
"di","beppo","the",18
"ditching","the","book",18
"do","i","have",18
"do","not","know",18
"do","you","feel",18
"do","you","love",18
"dont","call","me",18
"dont","think","its",18
"even","his","coaches",18
"everyone","in","the",18
"fact","that","im",18
"fact","that","the",18
"far","i","am",18
"father","is","so",18
"figure","out","the",18
"for","ditching","the",18
"for","holding","needles",18
"for","summer","of",18
"for","wanting","to",18
"for","your","poker",18
"freely","hit","us",18
"friends","and","chatting",18
"gallery","here","at",18
"game","before","i",18
"get","chars","or",18
"get","out","the",18
"get","that","way",18
"goals","i","guess",18
"going","to","safetec",18
"going","to","take",18
"going","to","vegas",18
"good","time","im",18
"great","home","stretch",18
"great","way","to",18
"guess","im","just",18
"have","all","the",18
"have","goals","i",18
"have","some","great",18
"he","had","to",18
"head","but","dont",18
"hi","hi","hi",18
"highly","respected","that",18
"him","the","truth",18
"his","coaches","couldnt",18
"home","stretch","this",18
"honesty","william","shakespeare",18
"hubs","includes","bucca",18
"i","am","pretty",18
"i","am","the",18
"i","am","writing",18
"i","can","already",18
"i","cant","see",18
"i","guess","im",18
"i","have","goals",18
"i","know","there",18
"i","rock","peas",18
"i","was","born",18
"i","will","definitely",18
"i","will","use",18
"if","not","get",18
"if","u","want",18
"if","you","havent",18
"im","just","trying",18
"im","the","lame",18
"in","france","with",18
"in","lexington","ky",18
"in","my","heart",18
"in","the","apartment",18
"in","the","book",18
"in","touch","with",18
"includes","bucca","di",18
"is","a","beast",18
"is","a","man",18
"is","great","home",18
"is","similar","the",18
"is","so","highly",18
"is","so","rich",18
"is","the","th",18
"it","its","wellstill",18
"its","a","good",18
"its","friday","and",18
"its","wellstill","amazing",18
"katherine","mae","tinypiccomrvqmtw",18
"kind","of","a",18
"kustom","thrills","shop",18
"lame","one","lol",18
"legacy","is","so",18
"let","a","year",18
"life","is","good",18
"like","to","connect",18
"like","you","shouldnt",18
"likewise","thanks","would",18
"live","in","a",18
"love","if","not",18
"lovely","katherine","mae",18
"make","it","rain",18
"making","new","friends",18
"man","of","honor",18
"me","a","peahead",18
"mitigated","at","a",18
"mobile","app","from",18
"money","bitches","proceeds",18
"monopoly","money","bitches",18
"month","with","concertcontest",18
"move","on","to",18
"my","brother","and",18
"my","day","and",18
"my","head","but",18
"need","any","tshirts",18
"new","friends","and",18
"night","with","the",18
"no","legacy","is",18
"none","of","you",18
"not","get","that",18
"not","planing","on",18
"not","watch","it",18
"now","and","then",18
"octane","gallery","here",18
"of","the","best",18
"on","the","fact",18
"on","to","the",18
"one","of","them",18
"one","thing","that",18
"one","thing","we",18
"onion","and","cook",18
"only","planing","on",18
"or","cause","freely",18
"or","do","you",18
"our","lovely","katherine",18
"ours","cant","blame",18
"out","of","my",18
"out","the","rules",18
"party","going","on",18
"peas","on","my",18
"printed","great","way",18
"proceeds","to","make",18
"promote","your","band",18
"pu","bef","th",18
"ready","for","summer",18
"really","not","watch",18
"respected","that","even",18
"respond","to","that",18
"rich","as","honesty",18
"rock","peas","on",18
"rt","if","u",18
"rules","to","the",18
"run","out","of",18
"safetec","in","lexington",18
"said","then","i",18
"said","we","could",18
"she","has","the",18
"she","has","to",18
"shop","and","support",18
"shouldnt","be","sitting",18
"sitting","around","bored",18
"situation","he","is",18
"small","amount","of",18
"so","highly","respected",18
"so","rich","as",18
"some","kind","of",18
"someone","like","you",18
"song","of","the",18
"start","making","new",18
"step","closer","to",18
"stop","it","do",18
"store","cvs","walmart",18
"stretch","this","month",18
"summer","of","love",18
"support","our","lovely",18
"sure","i","can",18
"sxsw","attendees","let",18
"sy","is","great",18
"tell","him","the",18
"tell","its","going",18
"thanks","for","ditching",18
"thanks","to","the",18
"thanks","would","like",18
"that","all","the",18
"that","even","his",18
"that","one","day",18
"that","youre","not",18
"thats","a","good",18
"thats","the","new",18
"the","apartment","above",18
"the","apple","store",18
"the","book","club",18
"the","dentist","i",18
"the","film","is",18
"the","game","before",18
"the","hubs","includes",18
"the","kustom","thrills",18
"the","lack","of",18
"the","lame","one",18
"the","last","year",18
"the","mobile","app",18
"the","octane","gallery",18
"the","other","hand",18
"the","point","where",18
"the","rules","to",18
"the","second","time",18
"the","situation","he",18
"the","truth","about",18
"them","for","wanting",18
"there","is","something",18
"there","you","go",18
"they","certainly","get",18
"this","month","with",18
"this","time","around",18
"thrills","shop","and",18
"time","around","so",18
"time","im","the",18
"to","be","on",18
"to","connect","today",18
"to","do","this",18
"to","go","through",18
"to","help","us",18
"to","move","on",18
"to","promote","your",18
"to","safetec","in",18
"to","see","it",18
"to","send","a",18
"to","the","octane",18
"to","use","the",18
"to","vegas","this",18
"to","you","about",18
"truth","about","the",18
"try","to","stop",18
"tshirts","printed","great",18
"u","ready","for",18
"vegas","this","time",18
"walk","down","the",18
"walmart","and","anime",18
"wanting","to","have",18
"was","born","in",18
"was","not","planing",18
"was","the","first",18
"watching","the","game",18
"way","to","promote",18
"we","could","have",18
"what","i","think",18
"what","is","it",18
"when","we","have",18
"will","no","longer",18
"will","use","this",18
"wish","i","was",18
"with","a","big",18
"with","a","new",18
"with","concertcontest","season",18
"with","monopoly","money",18
"with","the","hubs",18
"with","the","mobile",18
"would","be","his",18
"would","be","mitigated",18
"would","be","nice",18
"would","rather","be",18
"woww","thanks","for",18
"yeah","i","have",18
"yet","to","come",18
"you","are","at",18
"you","for","your",18
"you","love","me",18
"you","need","any",18
"you","really","not",18
"you","said","we",18
"you","shouldnt","be",18
"your","band","business",18
"your","father","is",18
"your","high","school",18
"your","poker","needs",18
"a","daughter","it",17
"a","few","times",17
"a","lack","of",17
"a","list","of",17
"a","midnight","showing",17
"a","million","years",17
"a","new","mattress",17
"a","picture","well",17
"a","sexy","kid",17
"a","time","when",17
"a","twoyear","million",17
"about","the","new",17
"about","what","we",17
"accuse","you","of",17
"acidity","of","the",17
"after","that","i",17
"against","it","i",17
"ago","orwell","year",17
"ago","yet","im",17
"all","the","badgers",17
"all","the","drama",17
"along","the","way",17
"also","a","good",17
"always","try","to",17
"am","not","the",17
"amazing","night","with",17
"ammonium","hydroxide","and",17
"ammonium","hydroxide","into",17
"amount","of","energy",17
"amount","of","time",17
"an","email","to",17
"and","all","that",17
"and","has","been",17
"and","more","energy",17
"and","she","has",17
"and","the","women",17
"and","the","world",17
"and","then","they",17
"and","to","bring",17
"and","two","hydrogen",17
"and","water","then",17
"and","when","he",17
"and","you","can",17
"and","youre","very",17
"anthem","at","game",17
"any","further","to",17
"are","available","at",17
"are","both","libras",17
"are","hydrogen","ions",17
"are","i","love",17
"are","you","dd",17
"as","many","as",17
"as","we","drove",17
"ask","me","with",17
"at","all","times",17
"at","game","tonight",17
"at","the","kohl",17
"available","at","the",17
"babe","and","cant",17
"bacteria","to","live",17
"bacteria","use","a",17
"badgers","fans","at",17
"basketball","plays","at",17
"be","a","sexy",17
"be","an","amazing",17
"be","doing","a",17
"because","i","have",17
"because","of","the",17
"berlin","was","a",17
"birthday","kitty","we",17
"bit","of","a",17
"blessed","my","wife",17
"blessing","of","a",17
"both","libras","too",17
"boy","how","are",17
"brady","bunch","i",17
"bunch","i","just",17
"but","its","enough",17
"but","not","too",17
"but","there","are",17
"by","the","end",17
"can","read","these",17
"can","see","i",17
"cant","wait","till",17
"center","on","friday",17
"chica","and","youre",17
"clap","yur","hands",17
"clayton","stoner","to",17
"compared","to","my",17
"contract","extension","ap",17
"convert","the","ammonium",17
"cool","so","is",17
"could","not","look",17
"create","ammonium","hydroxide",17
"dan","fornari","marine",17
"daughter","it","just",17
"day","of","the",17
"deal","launches","today",17
"defenseman","clayton","stoner",17
"didnt","really","do",17
"do","not","want",17
"dont","need","to",17
"dont","think","so",17
"door","for","dont",17
"drama","teens","have",17
"earth","dan","fornari",17
"efficient","but","its",17
"electrons","and","two",17
"electrons","its","not",17
"energy","electrons","and",17
"energy","electrons","its",17
"enough","for","these",17
"event","hosted","by",17
"every","ions","used",17
"every","now","and",17
"every","time","i",17
"family","from","the",17
"favorites","good","luck",17
"few","things","more",17
"first","time","for",17
"for","dont","miss",17
"for","every","ions",17
"for","many","of",17
"for","me","in",17
"for","producer","shes",17
"for","seven","days",17
"for","the","good",17
"for","these","bacteria",17
"fornari","marine","geologist",17
"forward","to","seeing",17
"friday","mens","basketball",17
"from","the","brady",17
"fucked","up","if",17
"further","to","randi",17
"game","w","u",17
"generators","wre","offline",17
"get","one","next",17
"give","u","homework",17
"glad","you","like",17
"go","through","and",17
"gonna","get","it",17
"good","luck","with",17
"gotten","a","picture",17
"gourmet","magazineits","one",17
"had","to","change",17
"haha","maybe","next",17
"happy","birthday","kitty",17
"has","made","a",17
"has","the","really",17
"hate","few","things",17
"have","been","in",17
"have","gotten","a",17
"have","nothing","against",17
"heard","a","lot",17
"hello","boy","how",17
"hit","me","how",17
"homework","hours","ago",17
"homework","thing","its",17
"hop","on","over",17
"hours","ago","yet",17
"how","blessed","my",17
"hydrogen","ions","and",17
"hydrogen","ions","produced",17
"hydrogen","ions","to",17
"hydroxide","and","water",17
"hydroxide","into","nitrites",17
"i","always","try",17
"i","are","i",17
"i","cannot","wait",17
"i","hate","few",17
"i","hate","spiders",17
"i","know","it",17
"i","know","this",17
"i","love","when",17
"i","loved","watching",17
"i","make","a",17
"i","need","a",17
"i","never","sought",17
"i","shouldnt","have",17
"i","think","that",17
"i","was","a",17
"i","was","suppose",17
"i","was","truly",17
"i","will","miss",17
"if","your","single",17
"ill","be","doing",17
"im","overwhelmed","with",17
"im","still","on",17
"im","supplying","the",17
